		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 249.984375	M = 128000	N = 8	m = 9	n = 1024000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
111010110  258  254  250  258  240  259  238  243  2.143168 0.976305 SUCCESS 128
111011000  259  232  254  270  249  253  269  231  6.427547 0.599455 SUCCESS 129
111011010  271  239  240  229  254  217  257  252  9.349309 0.313691 SUCCESS 130
111011100  259  229  233  271  249  215  250  244 10.394901 0.238395 SUCCESS 131
111100000  227  247  247  236  249  254  249  264  3.955984 0.861073 SUCCESS 132
111100010  230  271  258  244  223  272  204  257 17.864024 0.022269 SUCCESS 133
111100100  242  252  223  249  270  246  256  251  5.174440 0.738779 SUCCESS 134
111100110  252  273  245  276  250  268  284  226 13.621535 0.092179 SUCCESS 135
111101000  266  233  228  229  250  265  236  235  8.747192 0.364069 SUCCESS 136
111101010  239  246  244  248  265  245  267  280  6.690400 0.570374 SUCCESS 137
111101100  275  236  272  275  228  242  273  226 14.827709 0.062583 SUCCESS 138
111101110  245  223  250  258  248  230  274  243  7.637988 0.469607 SUCCESS 139
111110000  245  231  247  222  262  252  260  250  5.900032 0.658429 SUCCESS 140
111110010  247  273  226  236  280  255  219  229 15.043111 0.058313 SUCCESS 141
111110100  262  243  228  241  232  264  236  231  7.583943 0.475129 SUCCESS 142
111110110  286  252  237  271  243  257  262  251  8.915402 0.349483 SUCCESS 143
111111000  242  222  262  248  247  248  250  233  5.364113 0.718044 SUCCESS 144
111111010  260  260  250  257  250  239  251  264  2.349907 0.968363 SUCCESS 145
111111100  251  238  246  254  235  235  258  260  3.269697 0.916311 SUCCESS 146
111111110  232  239  247  255  255  262  283  269  8.685648 0.369504 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 249.984375	M = 128000	N = 8	m = 9	n = 1024000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001  227  276  254  231  235  259  264  245  8.724566 0.366061 SUCCESS   0
000000011  243  264  241  257  249  264  267  222  6.806893 0.557604 SUCCESS   1
000000101  249  234  249  240  247  241  248  259  2.200962 0.974223 SUCCESS   2
000000111  245  249  262  247  259  288  235  223 10.998182 0.201802 SUCCESS   3
000001001  230  294  253  264  247  241  240  268 12.644469 0.124682 SUCCESS   4
000001011  250  236  265  240  272  261  269  263  6.858739 0.551948 SUCCESS   5
000001101  260  271  256  274  256  252  268  226  8.667677 0.371101 SUCCESS   6
000001111  250  258  255  234  260  275  240  232  6.181762 0.626880 SUCCESS   7
000010001  233  257  240  242  249  249  232  236  4.228663 0.835926 SUCCESS   8
000010011  255  251  246  281  238  249  254  270  6.476549 0.594010 SUCCESS   9
000010101  227  245  229  238  249  222  224  281 14.722206 0.064777 SUCCESS  10
000010111  273  238  248  263  250  255  275  278  9.443564 0.306269 SUCCESS  11
000011001  255  248  251  233  282  246  239  236  6.932954 0.543884 SUCCESS  12
000011011  260  264  233  240  257  243  247  252  3.292840 0.914660 SUCCESS  13
000011101  270  248  269  239  240  268  231  233  8.109002 0.422896 SUCCESS  14
000011111  256  247  271  244  247  271  237  247  4.760574 0.782833 SUCCESS  15
000100011  235  256  224  240  220  237  240  256  9.264105 0.320509 SUCCESS  16
000100101  240  279  235  258  247  250  252  258  5.410012 0.712988 SUCCESS  17
000100111  255  246  223  254  252  247  254  265  4.302360 0.828865 SUCCESS  18
000101001  237  249  251  243  217  262  252  256  6.172840 0.627878 SUCCESS  19
000101011  275  232  244  251  274  231  233  287 14.819434 0.062753 SUCCESS  20
000101101  245  233  265  302  282  271  260  251 19.910731 0.010679 SUCCESS  21
000101111  242  241  264  247  264  252  288  266  9.317374 0.316234 SUCCESS  22
000110011  268  273  271  220  251  240  268  227 13.026788 0.110931 SUCCESS  23
000110101  246  249  242  248  224  273  268  249  6.681737 0.571327 SUCCESS  24
000110111  253  278  232  271  257  241  257  276  9.991895 0.265595 SUCCESS  25
000111001  244  247  278  239  240  260  257  258  5.228485 0.732900 SUCCESS  26
000111011  259  270  276  248  273  229  242  231 10.578756 0.226728 SUCCESS  27
000111101  269  225  253  227  235  250  246  232  8.634836 0.374030 SUCCESS  28
000111111  264  247  245  242  245  251  246  231  2.880008 0.941660 SUCCESS  29
001000011  236  245  275  245  239  265  233  253  6.266966 0.617355 SUCCESS  30
001000101  258  225  264  239  261  260  230  254  6.796549 0.558734 SUCCESS  31
001000111  233  225  260  220  229  247  240  262 10.779418 0.214514 SUCCESS  32
001001011  250  260  224  268  245  225  248  241  7.587046 0.474811 SUCCESS  33
001001101  218  256  273  268  246  247  260  265  9.367152 0.312276 SUCCESS  34
001001111  242  225  235  272  263  243  245  241  7.120170 0.523725 SUCCESS  35
001010011  252  261  247  273  248  239  268  264  5.418416 0.712061 SUCCESS  36
001010101  230  268  262  234  254  236  252  261  6.044323 0.642267 SUCCESS  37
001010111  247  250  207  237  241  255  229  255 10.742828 0.216701 SUCCESS  38
001011011  259  239  250  285  267  250  261  245  7.711038 0.462194 SUCCESS  39
001011101  263  248  219  255  251  243  240  263  6.112719 0.634607 SUCCESS  40
001011111  261  258  224  258  276  246  273  235  9.813729 0.278344 SUCCESS  41
001100101  247  244  221  246  233  251  246  252  5.006747 0.756855 SUCCESS  42
001100111  257  246  277  236  255  237  240  227  7.497834 0.483991 SUCCESS  43
001101011  265  260  267  259  250  250  254  238  3.543022 0.895825 SUCCESS  44
001101101  228  240  269  237  218  273  265  264 12.775442 0.119813 SUCCESS  45
001101111  220  285  257  266  281  230  274  211 24.363968 0.001991 FAILURE  46
001110101  264  241  269  232  271  246  236  220 10.402788 0.237885 SUCCESS  47
001110111  239  257  267  234  252  234  238  208 11.918877 0.154860 SUCCESS  48
001111011  250  228  226  259  241  251  236  230  7.515677 0.482148 SUCCESS  49
001111101  200  272  280  269  256  265  252  246 18.730933 0.016367 SUCCESS  50
001111111  275  238  251  252  258  253  233  269  6.197406 0.625130 SUCCESS  51
010000011  246  266  271  241  260  247  261  258  4.507935 0.808639 SUCCESS  52
010000111  245  258  262  240  233  281  259  248  6.904509 0.546970 SUCCESS  53
010001011  258  215  257  263  258  274  215  248 13.966230 0.082650 SUCCESS  54
010001111  240  245  248  218  242  257  239  244  5.878828 0.660803 SUCCESS  55
010010011  242  249  236  275  254  240  239  252  4.661147 0.793103 SUCCESS  56
010010111  240  258  249  268  268  223  256  238  7.124566 0.523255 SUCCESS  57
010011011  214  282  257  248  246  238  259  241 11.148291 0.193438 SUCCESS  58
010011111  242  229  244  277  258  243  245  250  5.823879 0.666953 SUCCESS  59
010100011  255  259  232  231  261  252  249  241  4.126521 0.845532 SUCCESS  60
010100111  242  236  243  260  241  229  262  268  5.785737 0.671218 SUCCESS  61
010101011  234  266  249  227  253  232  257  257  6.091127 0.637025 SUCCESS  62
010101111  259  259  220  236  252  238  256  275  8.551313 0.381547 SUCCESS  63
010110011  258  226  286  217  257  261  222  226 18.839669 0.015741 SUCCESS  64
010110111  231  239  255  270  265  263  245  259  5.824784 0.666851 SUCCESS  65
010111011  293  255  231  239  256  265  240  248 11.261293 0.187329 SUCCESS  66
010111111  258  242  222  269  263  255  276  275 11.460016 0.176971 SUCCESS  67
011000111  270  259  269  263  258  214  249  240 10.230440 0.249223 SUCCESS  68
011001111  267  245  260  259  253  273  224  221 10.550570 0.228487 SUCCESS  69
011010111  285  256  259  253  270  243  266  235  9.446020 0.306077 SUCCESS  70
011011111  244  250  271  263  258  231  254  227  6.685745 0.570886 SUCCESS  71
011101111  276  253  270  240  255  246  262  249  5.678941 0.683144 SUCCESS  72
011111111  258  258  257  260  258  231  263  285  8.680994 0.369917 SUCCESS  73
100000000  227  276  254  231  235  259  264  245  8.724566 0.366061 SUCCESS  74
100010000  242  244  244  257  244  270  240  268  4.324727 0.826702 SUCCESS  75
100100000  247  269  258  231  258  252  262  237  4.867370 0.771653 SUCCESS  76
100101000  253  264  260  240  222  253  251  258  5.225640 0.733210 SUCCESS  77
100110000  268  241  236  245  231  241  242  244  4.825737 0.776029 SUCCESS  78
100111000  263  231  260  257  253  264  259  264  4.810093 0.777667 SUCCESS  79
101000000  233  259  238  228  242  241  235  249  5.654376 0.685883 SUCCESS  80
101000100  245  228  228  238  234  237  258  236  7.525891 0.481095 SUCCESS  81
101001000  231  242  264  224  235  291  245  268 14.695960 0.065334 SUCCESS  82
101001100  254  245  244  276  251  227  227  244  7.641737 0.469225 SUCCESS  83
101010000  229  277  218  237  260  242  243  247 10.689042 0.219948 SUCCESS  84
101010100  244  241  253  223  279  242  256  252  7.445988 0.489364 SUCCESS  85
101011000  262  267  267  249  265  271  241  258  6.357083 0.607300 SUCCESS  86
101011100  247  231  219  235  251  220  281  248 14.149309 0.077956 SUCCESS  87
101100000  252  252  260  248  254  261  242  220  5.017220 0.755734 SUCCESS  88
101100100  254  254  246  239  269  235  249  273  5.318990 0.723001 SUCCESS  89
101101000  242  233  255  226  249  280  245  268  9.118521 0.332397 SUCCESS  90
101101100  285  261  238  250  254  277  249  242  9.523208 0.300096 SUCCESS  91
101110000  210  252  235  254  249  253  265  235  9.530578 0.299530 SUCCESS  92
101110100  246  245  214  276  239  253  252  250  8.879717 0.352544 SUCCESS  93
101111000  239  236  262  238  265  239  267  236  5.938949 0.654070 SUCCESS  94
101111100  263  274  226  242  269  237  246  232  9.328364 0.315357 SUCCESS  95
110000000  232  256  245  256  236  269  253  249  4.087216 0.849170 SUCCESS  96
110000010  251  267  255  268  262  247  251  245  3.390327 0.907533 SUCCESS  97
110000100  241  245  259  274  237  248  281  261  8.355176 0.399567 SUCCESS  98
110001000  277  236  220  243  229  269  251  280 14.800040 0.063152 SUCCESS  99
110001010  237  253  246  261  262  256  252  241  2.400719 0.966200 SUCCESS 100
110010000  258  245  270  244  266  250  255  236  4.148760 0.843459 SUCCESS 101
110010010  220  262  244  243  245  251  264  246  5.652566 0.686085 SUCCESS 102
110010100  249  265  249  258  256  231  260  246  3.328267 0.912102 SUCCESS 103
110011000  281  247  246  249  240  243  266  248  5.778368 0.672042 SUCCESS 104
110011010  297  262  241  244  254  234  257  242 11.816218 0.159594 SUCCESS 105
110100000  232  259  261  263  236  231  241  266  6.572873 0.583336 SUCCESS 106
110100010  258  251  236  241  220  262  249  239  6.233479 0.621097 SUCCESS 107
110100100  235  234  257  239  246  254  242  274  5.471297 0.706218 SUCCESS 108
110101000  238  286  218  226  264  250  245  246 13.554691 0.094136 SUCCESS 109
110101010  248  239  240  216  278  238  261  248 10.066238 0.260408 SUCCESS 110
110101100  240  270  257  248  243  280  232  246  7.623119 0.471123 SUCCESS 111
110110000  245  216  264  256  242  254  245  214 11.634303 0.168281 SUCCESS 112
110110010  268  256  242  230  267  226  261  256  7.638376 0.469567 SUCCESS 113
110110100  245  243  255  239  233  270  254  292 11.129414 0.194474 SUCCESS 114
110111000  212  255  228  246  268  260  258  247 10.199410 0.251308 SUCCESS 115
110111010  230  255  246  271  254  250  237  264  5.226416 0.733125 SUCCESS 116
110111100  236  267  256  259  263  252  256  251  3.364727 0.909431 SUCCESS 117
111000000  243  241  249  246  270  258  246  242  2.858287 0.942933 SUCCESS 118
111000010  245  245  249  265  235  244  285  276 10.092614 0.258586 SUCCESS 119
111000100  254  238  215  253  250  250  241  270  7.753834 0.457878 SUCCESS 120
111000110  269  231  265  231  274  243  293  258 15.920622 0.043530 SUCCESS 121
111001000  254  244  259  265  249  248  218  236  6.545980 0.586312 SUCCESS 122
111001010  260  267  242  246  260  239  257  258  3.326069 0.912261 SUCCESS 123
111001100  258  248  251  242  227  244  253  243  3.123467 0.926372 SUCCESS 124
111010000  234  259  254  273  248  234  220  248  8.461196 0.389763 SUCCESS 125
111010010  252  239  256  229  239  267  231  248  5.692129 0.681673 SUCCESS 126
111010100  259  285  256  244  252  254  227  245  8.079006 0.425791 SUCCESS 127
111010110  239  265  272  255  247  267  240  235  6.117632 0.634057 SUCCESS 128
111011000  261  202  272  250  235  225  265  205 24.850497 0.001648 FAILURE 129
111011010  280  254  241  233  264  277  252  262  9.768218 0.281672 SUCCESS 130
111011100  225  245  258  280  265  245  253  220 11.471782 0.176373 SUCCESS 131
111100000  244  256  278  249  267  253  264  247  5.634335 0.688116 SUCCESS 132
111100010  265  227  246  253  260  247  244  245  3.924695 0.863853 SUCCESS 133
111100100  236  251  249  257  244  258  264  255  2.351846 0.968282 SUCCESS 134
111100110  252  229  254  228  249  259  247  248  4.298481 0.829240 SUCCESS 135
111101000  234  275  264  258  238  222  221  240 12.447297 0.132335 SUCCESS 136
111101010  271  256  228  233  244  236  246  244  6.341309 0.609058 SUCCESS 137
111101100  238  218  266  288  266  233  276  225 19.504881 0.012381 SUCCESS 138
111101110  229  241  249  264  268  259  266  234  6.770044 0.561634 SUCCESS 139
111110000  257  251  251  232  289  251  246  259  8.254586 0.409005 SUCCESS 140
111110010  255  258  258  241  257  249  242  230  3.093471 0.928355 SUCCESS 141
111110100  226  272  257  268  258  230  232  241  9.522174 0.300176 SUCCESS 142
111110110  234  237  255  276  250  237  285  222 13.669374 0.090801 SUCCESS 143
111111000  267  242  266  263  269  252  257  272  6.945624 0.542511 SUCCESS 144
111111010  265  237  231  246  247  234  227  243  6.668679 0.572764 SUCCESS 145
111111100  274  243  248  253  255  258  241  280  7.073366 0.528738 SUCCESS 146
111111110  258  258  257  260  258  231  263  285  8.680994 0.369917 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 249.984375	M = 128000	N = 8	m = 9	n = 1024000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001  250  230  252  247  273  249  250  233  5.095184 0.747356 SUCCESS   0
000000011  246  227  244  226  285  255  245  263 10.760154 0.215663 SUCCESS   1
000000101  266  251  248  235  268  260  237  230  6.118537 0.633956 SUCCESS   2
000000111  244  248  234  243  277  247  221  244  8.103830 0.423394 SUCCESS   3
000001001  261  262  248  272  251  253  248  235  4.108162 0.847235 SUCCESS   4
000001011  282  267  256  255  274  221  241  235 12.817463 0.118286 SUCCESS   5
000001101  265  242  279  253  249  275  281  238 11.884873 0.156415 SUCCESS   6
000001111  227  250  257  260  245  244  226  219  9.407362 0.309105 SUCCESS   7
000010001  243  276  242  243  262  283  278  261 12.324210 0.137314 SUCCESS   8
000010011  270  259  243  268  253  229  241  239  6.231152 0.621357 SUCCESS   9
000010101  244  238  253  251  232  260  244  251  2.689947 0.952285 SUCCESS  10
000010111  265  264  257  266  256  238  225  253  6.374667 0.605341 SUCCESS  11
000011001  249  243  257  253  247  264  219  261  5.770739 0.672895 SUCCESS  12
000011011  235  258  264  231  232  257  235  228  7.969107 0.436494 SUCCESS  13
000011101  259  267  258  261  252  251  230  284  8.762707 0.362708 SUCCESS  14
000011111  234  255  244  239  240  224  223  233  9.220663 0.324025 SUCCESS  15
000100011  216  259  238  248  241  258  262  256  7.072073 0.528877 SUCCESS  16
